-3.604365338911715355e+01,0.000000000000000000e+00,-3.207631722481915547e-14,0.000000000000000000e+00,2.392679895532167191e-13,0.000000000000000000e+00,-2.059301670267279590e-13,0.000000000000000000e+00,3.072791695244254868e-13,0.000000000000000000e+00,-3.277697551616779395e-13,0.000000000000000000e+00,3.594848034474519512e-13,0.000000000000000000e+00,6.924819431909715384e+00,1.017102491236185680e+00,-5.356155061866466838e+00,-6.676502397059445038e-01,-5.011444642657199466e+00,8.170233632374290789e-01,-2.793709946959990198e+00,1.636149016799572253e+00,-1.200443863986804693e+00,-1.835261784700296550e+00,6.394591040058298370e-01,2.376448231548998979e+00,-1.369891641116311787e+00,-4.453163934089945930e-01
-3.604365338911715355e+01,0.000000000000000000e+00,-3.207631722481915547e-14,0.000000000000000000e+00,2.392679895532167191e-13,0.000000000000000000e+00,-2.059301670267279590e-13,0.000000000000000000e+00,3.072791695244254868e-13,0.000000000000000000e+00,-3.277697551616779395e-13,0.000000000000000000e+00,3.594848034474519512e-13,0.000000000000000000e+00,6.924819431909715384e+00,1.017102491236185680e+00,-5.356155061866466838e+00,-6.676502397059445038e-01,-5.011444642657199466e+00,8.170233632374290789e-01,-2.793709946959990198e+00,1.636149016799572253e+00,-1.200443863986804693e+00,-1.835261784700296550e+00,6.394591040058298370e-01,2.376448231548998979e+00,-1.369891641116311787e+00,-4.453163934089945930e-01
7.524101872809801250e+00,4.178394025229437148e-01,-9.126722690906451163e+00,-9.182821949760898050e+00,5.827171345497821342e+00,2.197456139254641894e+00,-2.689316161542459938e+01,2.126637844064785554e+01,2.060197619664547286e+00,-3.332960064003738232e+00,1.082022932042447039e+01,1.664709200696847247e-01,-7.251207926274481075e+00,-3.996470295221915325e+00,6.924819431909715384e+00,1.017102491236185680e+00,-5.356155061866466838e+00,-6.676502397059445038e-01,-5.011444642657199466e+00,8.170233632374290789e-01,-2.793709946959990198e+00,1.636149016799572253e+00,-1.200443863986804693e+00,-1.835261784700296550e+00,6.394591040058298370e-01,2.376448231548998979e+00,-1.369891641116311787e+00,-4.453163934089945930e-01
2.015208029318409544e+01,2.635642020800001983e+00,-2.879780000980828447e+01,1.163623915731741398e+01,-2.686104802202402198e+01,2.407249849789005225e+01,-1.747868644553567563e+01,2.300992920886456972e+01,-1.008266983544958428e+01,6.954425583653403464e+00,-7.948163136019634756e+00,-2.448683011588931091e+00,-8.214917551944747487e+00,-1.103431802253614258e+01,6.924819431909715384e+00,1.017102491236185680e+00,-5.356155061866466838e+00,-6.676502397059445038e-01,-5.011444642657199466e+00,8.170233632374290789e-01,-2.793709946959990198e+00,1.636149016799572253e+00,-1.200443863986804693e+00,-1.835261784700296550e+00,6.394591040058298370e-01,2.376448231548998979e+00,-1.369891641116311787e+00,-4.453163934089945930e-01
2.016944280636998954e+01,6.694571784755131816e+00,-3.611640910381095892e+01,2.001778212663643419e+00,-2.742090961826522388e+01,2.434969705012031582e+01,-1.354161886144464333e+01,2.093172073079752948e+01,5.166798944331597587e-01,4.491096843093027147e+00,1.018540357735994561e+01,8.370544780729595402e+00,-1.993163843770855870e+00,-8.455452554244304864e+00,6.924819431909714496e+00,1.017102491236186124e+00,-5.356155061866468614e+00,-6.676502397059446148e-01,-5.011444642657201243e+00,8.170233632374295230e-01,-2.793709946959990642e+00,1.636149016799573142e+00,-1.200443863986805138e+00,-1.835261784700297438e+00,6.394591040058299480e-01,2.376448231549000756e+00,-1.369891641116312453e+00,-4.453163934089948706e-01
2.012471263335895344e+01,8.961384897150924900e+00,-3.457325854530758136e+01,4.161267435614283972e-02,-2.346698992841138320e+01,2.240564070572480659e+01,-1.485995510229929017e+01,1.810144921547728458e+01,7.324803338468270475e+00,-3.116640634116911279e+00,7.871213300177856809e+00,1.102165835041014752e+01,-1.015412206422990948e+01,-1.361742645521362860e+01,4.299274661467380021e+00,8.947644884046584979e-01,-4.541435125320194111e+00,-7.536071245642079752e-01,-4.827690286103736739e+00,-5.090941174575944750e-01,-2.412145487157992818e+00,8.114226990618008672e-01,-1.784346263394837040e+00,-2.527733955170188285e+00,-4.104558556812823444e-01,2.866437652560599680e+00,-1.436005204389186218e+00,5.591691966126162150e-01
1.996970594257235732e+01,7.570165910221096972e+00,-3.297057524630320557e+01,-1.227567880365675046e-01,-2.552046900359426473e+01,1.180829101594287600e+01,-2.156107810728072494e+01,1.948777086672547654e+01,-2.822993256019684427e+00,-6.825506678861451348e+00,4.633832591065296214e+00,9.168620153726587674e+00,-1.488102328665933172e+01,-9.227895963937337243e+00,7.592222080624266844e-01,6.737430828895620838e-01,-2.969022052039149262e+00,-1.041548003930145017e+00,-3.885921451626095813e+00,-1.970920570832571439e+00,-1.653583271087635032e+00,-1.167098749060500706e+00,-2.428839087846835554e+00,-3.189494343386295228e+00,-1.387061604158379202e+00,3.196090918528716074e+00,-9.392069665273781176e-01,1.698095805048011497e+00
1.984541436334517428e+01,5.732047517264313718e+00,-3.694486341037443111e+01,-1.747285197470414664e+00,-3.272082830615452309e+01,9.071192729446858394e+00,-2.786243302902784080e+01,1.744558202398856395e+01,-1.210821868910220367e+01,-7.682079965585363546e+00,6.118931737460920672e+00,1.032166083562553638e+01,-9.513568834669312579e+00,-5.720555529325833000e+00,-7.712815672451851789e-02,2.272972902132946310e-02,-1.244457741107799054e+00,-1.960620790941021596e+00,-2.175859724442929632e+00,-2.946347780278986583e+00,-2.043165632420845590e+00,-1.088629996765599239e+00,-2.129193074711590139e+00,-4.456790939561056319e+00,-6.796130106729999509e-01,2.478928975079310426e+00,-3.554559830451921032e-01,2.333485422935250853e+00
1.969587715525680238e+01,5.799902757657743102e+00,-3.926788745864303820e+01,-1.033566565760820666e+01,-3.580574275909880555e+01,1.063252911173489190e+00,-2.432954902251036344e+01,1.357447251931017540e+01,-1.083576679861222658e+01,-1.750332693444399368e+01,4.141042012621398705e+00,2.003681788918762408e+01,-9.113489182478351935e+00,8.721606883865362647e-01,-4.695914657060044212e-02,-5.351316704101358734e-01,-9.117154149349588899e-01,-7.377754199470073493e-01,-2.748103393632383984e+00,-2.092233998188082200e+00,-1.361272951120340968e+00,-7.906407608824367328e-01,-2.335115963678205286e+00,-3.753185460698603482e+00,-1.164802375203865870e+00,1.369624166300827728e+00,3.428900716828934270e-01,1.793130890961949442e+00
1.951990225192716721e+01,7.617818530120125331e+00,-4.222858006809435238e+01,-3.216578160008665588e+00,-3.873588872471081146e+01,3.850245051962910114e+00,-3.090815364885065364e+01,2.108343098538628979e+01,-1.524552792277513724e+01,-1.714083051961461734e+01,-6.793102044533874562e+00,2.150911379471403961e+01,-1.627207662160012092e+01,2.272294317301004174e+00,-2.786359478167437149e-04,-5.369383243062419986e-01,-3.050760111608852299e-01,4.043555799129822659e-01,-1.802854153422206673e+00,-5.085320338066140478e-01,1.511448560157163667e-02,-1.517325091223940825e-01,-2.698580372241586200e+00,-2.420762942105669335e+00,-2.123594648867969337e+00,-3.576890501394700550e-01,7.488546327851557383e-01,5.331578974764025203e-01
