6.391820000000000164e+02,2.590559999999999832e+02,6.058859999999999673e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921710000000000491e+02,3.668050000000000068e+02,6.724729999999999563e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.806560000000000059e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372580000000000382e+02,3.648709999999999809e+02,6.176399999999999864e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.353980000000000246e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627069999999999936e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432019999999999982e+02,6.195069999999999482e+02,2.257270000000000039e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058863333333332548e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921710000000000491e+02,3.668050000000000068e+02,6.724729999999999563e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.806626666666666665e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372580000000000382e+02,3.648709999999999809e+02,6.176409999999999627e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354013333333333549e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627069999999999936e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432033333333333189e+02,6.195069999999999482e+02,2.257396666666666647e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058866666666666561e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921710000000000491e+02,3.668050000000000068e+02,6.724729999999999563e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.806693333333333271e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372580000000000382e+02,3.648709999999999809e+02,6.176420000000000528e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354046666666666852e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627069999999999936e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432046666666666965e+02,6.195069999999999482e+02,2.257523333333333255e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058869999999999436e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921710000000000491e+02,3.668050000000000068e+02,6.724729999999999563e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.806759999999999877e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372580000000000382e+02,3.648709999999999809e+02,6.176430000000000291e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354080000000000155e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627069999999999936e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432060000000000173e+02,6.195069999999999482e+02,2.257649999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058869999999999436e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921800000000000637e+02,3.668146666666666533e+02,6.724753333333333103e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.813243333333332998e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372599999999999909e+02,3.648709999999999809e+02,6.176436666666667179e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354103333333333694e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627086666666666588e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432063333333333617e+02,6.195069999999999482e+02,2.257669999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058869999999999436e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921889999999999645e+02,3.668243333333333567e+02,6.724776666666666642e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.819726666666666688e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372620000000000573e+02,3.648709999999999809e+02,6.176443333333332930e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354126666666666665e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627103333333333239e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432066666666666492e+02,6.195069999999999482e+02,2.257689999999999770e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391820000000000164e+02,2.590559999999999832e+02,6.058869999999999436e+02,2.591999999999999886e+02,5.999619999999999891e+02,3.179119999999999777e+02,5.921979999999999791e+02,3.668340000000000032e+02,6.724800000000000182e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.826209999999999809e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372640000000000100e+02,3.648709999999999809e+02,6.176449999999999818e+02,3.648550000000000182e+02,5.901599999999999682e+02,4.354150000000000205e+02,5.883469999999999800e+02,5.098260000000000218e+02,6.627119999999999891e+02,3.649049999999999727e+02,6.510299999999999727e+02,4.432069999999999936e+02,6.195069999999999482e+02,2.257709999999999866e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391836666666666815e+02,2.590496666666666670e+02,6.058869999999999436e+02,2.591853333333333467e+02,5.999616666666667015e+02,3.178883333333333212e+02,5.921916666666666060e+02,3.668266666666666538e+02,6.724880000000000564e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.826283333333333303e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372630000000000337e+02,3.648709999999999809e+02,6.176443333333332930e+02,3.648533333333333530e+02,5.895553333333333512e+02,4.354150000000000205e+02,5.883476666666666688e+02,5.098249999999999886e+02,6.627103333333333239e+02,3.649049999999999727e+02,6.510223333333333358e+02,4.432069999999999936e+02,6.195043333333333067e+02,2.257783333333333360e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391853333333333467e+02,2.590433333333332939e+02,6.058869999999999436e+02,2.591706666666666479e+02,5.999613333333333003e+02,3.178646666666666647e+02,5.921853333333333467e+02,3.668193333333333612e+02,6.724959999999999809e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.826356666666666229e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372619999999999436e+02,3.648709999999999809e+02,6.176436666666667179e+02,3.648516666666666879e+02,5.889506666666666206e+02,4.354150000000000205e+02,5.883483333333333576e+02,5.098240000000000123e+02,6.627086666666666588e+02,3.649049999999999727e+02,6.510146666666665851e+02,4.432069999999999936e+02,6.195016666666666652e+02,2.257856666666666570e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391870000000000118e+02,2.590369999999999777e+02,6.058869999999999436e+02,2.591560000000000059e+02,5.999610000000000127e+02,3.178410000000000082e+02,5.921789999999999736e+02,3.668120000000000118e+02,6.725040000000000191e+02,2.571250000000000000e+02,6.646459999999999582e+02,2.826429999999999723e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372609999999999673e+02,3.648709999999999809e+02,6.176430000000000291e+02,3.648500000000000227e+02,5.883460000000000036e+02,4.354150000000000205e+02,5.883490000000000464e+02,5.098229999999999791e+02,6.627069999999999936e+02,3.649049999999999727e+02,6.510069999999999482e+02,4.432069999999999936e+02,6.194990000000000236e+02,2.257930000000000064e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391829999999999927e+02,2.590343333333333362e+02,6.058856666666666797e+02,2.591516666666666424e+02,5.999579999999999700e+02,3.178369999999999891e+02,5.921866666666666106e+02,3.668120000000000118e+02,6.725040000000000191e+02,2.571193333333333157e+02,6.639750000000000227e+02,2.832726666666666233e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372609999999999673e+02,3.642359999999999900e+02,6.176443333333334067e+02,3.642153333333333762e+02,5.883426666666666733e+02,4.354236666666666906e+02,5.883476666666666688e+02,5.098229999999999791e+02,6.627063333333333048e+02,3.648953333333333262e+02,6.510063333333332594e+02,4.432093333333333476e+02,6.188963333333333594e+02,2.257936666666666667e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391789999999999736e+02,2.590316666666666379e+02,6.058843333333333021e+02,2.591473333333333358e+02,5.999550000000000409e+02,3.178330000000000268e+02,5.921943333333333612e+02,3.668120000000000118e+02,6.725040000000000191e+02,2.571136666666666883e+02,6.633039999999999736e+02,2.839023333333333312e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372609999999999673e+02,3.636009999999999991e+02,6.176456666666666706e+02,3.635806666666666729e+02,5.883393333333333430e+02,4.354323333333333039e+02,5.883463333333334049e+02,5.098229999999999791e+02,6.627056666666667297e+02,3.648856666666666229e+02,6.510056666666666843e+02,4.432116666666666447e+02,6.182936666666666952e+02,2.257943333333333271e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.391749999999999545e+02,2.590289999999999964e+02,6.058830000000000382e+02,2.591429999999999723e+02,5.999519999999999982e+02,3.178290000000000077e+02,5.922019999999999982e+02,3.668120000000000118e+02,6.725040000000000191e+02,2.571080000000000041e+02,6.626330000000000382e+02,2.845319999999999823e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.372609999999999673e+02,3.629660000000000082e+02,6.176470000000000482e+02,3.629460000000000264e+02,5.883360000000000127e+02,4.354409999999999741e+02,5.883450000000000273e+02,5.098229999999999791e+02,6.627050000000000409e+02,3.648759999999999764e+02,6.510049999999999955e+02,4.432139999999999986e+02,6.176910000000000309e+02,2.257949999999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00
